[10:20:49] [engine.phases.screening] [INFO] Screening complete: 2 success, 0 failed, best=327901.739
[10:20:49] [engine.analysis.verification] [INFO] ==================================================
[10:20:49] [engine.analysis.verification] [INFO] VERIFICATION PIPELINE
[10:20:49] [engine.analysis.verification] [INFO] ==================================================
[10:20:49] [engine.analysis.verification] [WARNING] Ensemble: 2 top candidates uncertain
[10:20:49] [engine.analysis.verification] [INFO]   [PASS] Sanity: All values in physical range
[10:20:49] [engine.analysis.verification] [INFO]   [FAIL] Convergence: Too few data points (2)
[10:20:49] [engine.analysis.verification] [INFO]   [FAIL] Cross-tool: Too few candidates
[10:20:49] [engine.analysis.verification] [INFO]   [FAIL] Ensemble: 2/5 top candidates have high uncertainty
[10:20:49] [engine.analysis.verification] [INFO]   [PASS] Perturbation: Too few candidates to assess (assumed OK)
[10:20:49] [engine.analysis.verification] [INFO]   [PASS] Literature: Too few candidates (assumed OK)
[10:20:49] [engine.analysis.verification] [INFO]   [FAIL] Consistency: 1/2 have H₂_barrier > O₂_barrier (unexpected)
[10:20:49] [engine.analysis.verification] [INFO]   TRUST SCORE: D (3.0/7.0)
[10:20:49] [engine] [INFO] Trust Score: D
[10:20:49] [engine] [ERROR] GATE FAIL (Phase 1→2): Trust Score D. Results NOT reliable. DO NOT proceed to lab.
[10:20:49] [engine] [ERROR] Options: debug model, check calibration, expand search space, add data
[10:20:49] [engine.utils.reporter] [INFO] Results CSV saved: rnd/compute/ni_carbon_shell_optimization/results.csv (2 rows)
[10:20:49] [engine.utils.reporter] [INFO] Ranked MD saved: rnd/compute/ni_carbon_shell_optimization/ranked_candidates.md
[10:20:50] [engine.utils.reporter] [INFO] Pareto plot saved: rnd/compute/ni_carbon_shell_optimization/pareto.png
[10:20:50] [engine.utils.reporter] [INFO] Verification report saved: rnd/compute/ni_carbon_shell_optimization/verification_report.md
^C
/content# tail -f /content/engine/rnd/compute/ni_carbon_shell_optimization/run.log
[10:29:16] [engine] [INFO]   FUEL CELL ENGINE — Ni@C Carbon Shell Optimization
[10:29:16] [engine] [INFO]   Goal: Find optimal Ni-alloy + carbon shell for PGM-free AEMFC anode
[10:29:16] [engine] [INFO]   Confidence: MEDIUM
[10:29:16] [engine] [INFO] ============================================================
[10:29:16] [engine] [INFO] Device: cuda
[10:29:22] [engine.runners.mace] [INFO] MACE model loaded: medium on cuda
[10:29:22] [engine.runners.mace] [INFO] MACE model loaded: small on cuda
[10:29:23] [engine.runners.mace] [INFO] MACE model loaded: medium on cuda
[10:29:23] [engine.runners.mace] [INFO] MACE model loaded: large on cuda
[10:29:23] [engine.runners.ensemble] [INFO] Ensemble initialized: 3/3 models available
[10:29:28] [engine.runners.oc20] [ERROR] Failed to load OC20 model: 401 Client Error. (Request ID: Root=1-6a22a507-00578eb334c3c86553eec0e5;9b535e7a-b9cf-4cb8-937b-dc8cc3771dbb)

Cannot access gated repo for url https://huggingface.co/facebook/UMA/resolve/main/checkpoints/uma-s-1p2.pt.
Access to model facebook/UMA is restricted. You must have access to it and be authenticated to access it. Please log in.
[10:29:28] [engine.runners.jdftx] [WARNING] JDFTx not found at 'jdftx'. Using mock mode.
[10:29:28] [engine.runners.chgnet] [INFO] CHGNet model loaded on cuda
[10:29:28] [engine.data.gnome] [INFO] Loading GNoME data from /content/engine/data/gnome_data/stable_materials_summary.csv...
tail -f /content/engine/rnd/compute/ni_carbon_shell_optimization/run.log

[10:29:37] [engine.data.gnome] [INFO] GNoME loaded: 554054 entries, 554054 unique formulas, 233834 unique element combinations
[10:29:37] [engine.data.synterra] [INFO] Loading SynTERRA data from /content/engine/data/synterra_repo/solid-state_dataset_20200713.json...
[10:29:39] [engine.data.synterra] [INFO] SynTERRA loaded: 31782 recipes
[10:29:39] [engine] [INFO] Runners: MACE=OK, OC20=MOCK, CHGNet=OK, JDFTx=MOCK, GNoME=OK, SynTERRA=OK, LLM=OFF
[10:29:39] [engine] [WARNING] ⚠️ Calibration SKIPPED (--skip-calibration flag)
[10:29:39] [engine.phases.coarse_filter] [INFO] ==================================================
[10:29:39] [engine.phases.coarse_filter] [INFO] Phase 1a: COARSE FILTER (100 random → top 30%)
[10:29:39] [engine.phases.coarse_filter] [INFO]   Step 1: CHGNet stability (primary filter)
[10:29:39] [engine.phases.coarse_filter] [INFO]   Step 2: GNoME lookup (bonus confidence)
[10:29:39] [engine.phases.coarse_filter] [INFO] ==================================================
[10:29:39] [engine.structures.generator] [INFO] Built Ni@C: none30, 3L, 8.0%vac, 6.0%N → 154 atoms, cell=30.0 Å Z
[10:29:40] [engine.structures.generator] [INFO] Built Ni@C: W, 3L, 4.0%vac, 0.0%N → 157 atoms, cell=30.0 Å Z
[10:29:43] [engine.structures.generator] [INFO] Built Ni@C: Co40, 3L, 16.0%vac, 10.0%N → 145 atoms, cell=30.0 Å Z
[10:29:43] [engine.structures.generator] [INFO] Built Ni@C: Cu20, 1L, 18.0%vac, 6.0%N → 91 atoms, cell=23.2 Å Z
[10:29:43] [engine.structures.generator] [INFO] Built Ni@C: Co15, 1L, 20.0%vac, 12.0%N → 90 atoms, cell=23.2 Å Z
[10:29:44] [engine.structures.generator] [INFO] Built Ni@C: Co15, 4L, 10.0%vac, 6.0%N → 180 atoms, cell=33.4 Å Z
[10:29:44] [engine.structures.generator] [INFO] Built Ni@C: Fe10, 1L, 12.0%vac, 14.0%N → 93 atoms, cell=23.2 Å Z
[10:29:44] [engine.structures.generator] [INFO] Built Ni@C: none35, 4L, 6.0%vac, 10.0%N → 188 atoms, cell=33.4 Å Z
[10:29:45] [engine.structures.generator] [INFO] Built Ni@C: none30, 3L, 6.0%vac, 0.0%N → 157 atoms, cell=30.0 Å Z
[10:29:45] [engine.structures.generator] [INFO] Built Ni@C: W20, 4L, 14.0%vac, 12.0%N → 176 atoms, cell=33.4 Å Z
[10:29:45] [engine.structures.generator] [INFO] Built Ni@C: Cu5, 2L, 10.0%vac, 6.0%N → 122 atoms, cell=26.6 Å Z
[10:29:45] [engine.structures.generator] [INFO] Built Ni@C: none20, 1L, 16.0%vac, 10.0%N → 91 atoms, cell=23.2 Å Z
[10:29:46] [engine.structures.generator] [INFO] Built Ni@C: W30, 2L, 20.0%vac, 6.0%N → 116 atoms, cell=26.6 Å Z
[10:29:46] [engine.structures.generator] [INFO] Built Ni@C: Mo40, 2L, 0.0%vac, 6.0%N → 128 atoms, cell=26.6 Å Z
[10:29:46] [engine.structures.generator] [INFO] Built Ni@C: Cu5, 2L, 2.0%vac, 10.0%N → 128 atoms, cell=26.6 Å Z
[10:29:46] [engine.structures.generator] [INFO] Built Ni@C: Fe10, 1L, 12.0%vac, 10.0%N → 93 atoms, cell=23.2 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: W15, 1L, 18.0%vac, 10.0%N → 91 atoms, cell=23.2 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: Cu, 2L, 16.0%vac, 12.0%N → 118 atoms, cell=26.6 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: Fe35, 4L, 8.0%vac, 14.0%N → 184 atoms, cell=33.4 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: Mo10, 3L, 14.0%vac, 2.0%N → 148 atoms, cell=30.0 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: Cu5, 4L, 0.0%vac, 12.0%N → 192 atoms, cell=33.4 Å Z
[10:29:47] [engine.structures.generator] [INFO] Built Ni@C: Cu35, 3L, 10.0%vac, 10.0%N → 151 atoms, cell=30.0 Å Z
[10:29:48] [engine.structures.generator] [INFO] Built Ni@C: Mo35, 3L, 10.0%vac, 8.0%N → 151 atoms, cell=30.0 Å Z
[10:29:48] [engine.structures.generator] [INFO] Built Ni@C: Co, 1L, 4.0%vac, 0.0%N → 95 atoms, cell=23.2 Å Z
[10:29:48] [engine.structures.generator] [INFO] Built Ni@C: Fe30, 3L, 10.0%vac, 12.0%N → 151 atoms, cell=30.0 Å Z
[10:29:48] [engine.structures.generator] [INFO] Built Ni@C: Co, 4L, 12.0%vac, 10.0%N → 180 atoms, cell=33.4 Å Z
[10:29:48] [engine.structures.generator] [INFO] Built Ni@C: Co20, 1L, 12.0%vac, 12.0%N → 93 atoms, cell=23.2 Å Z
[10:29:49] [engine.structures.generator] [INFO] Built Ni@C: Mo25, 1L, 6.0%vac, 6.0%N → 95 atoms, cell=23.2 Å Z
[10:29:49] [engine.structures.generator] [INFO] Built Ni@C: W5, 2L, 8.0%vac, 14.0%N → 124 atoms, cell=26.6 Å Z
[10:29:49] [engine.structures.generator] [INFO] Built Ni@C: W, 1L, 18.0%vac, 0.0%N → 91 atoms, cell=23.2 Å Z
[10:29:49] [engine.structures.generator] [INFO] Built Ni@C: W10, 4L, 6.0%vac, 6.0%N → 188 atoms, cell=33.4 Å Z
[10:29:49] [engine.structures.generator] [INFO] Built Ni@C: Co5, 3L, 10.0%vac, 12.0%N → 151 atoms, cell=30.0 Å Z
